iter	Passed	Remaining
587	344	534
588	344	533
589	345	532
590	345	532
591	346	531
592	346	530
593	347	529
594	348	529
595	348	528
596	349	528
597	349	527
598	350	527
599	350	526
600	351	525
601	352	525
602	352	524
603	353	523
604	353	523
605	354	522
606	354	522
607	355	521
608	356	520
609	356	520
610	357	519
611	357	518
612	358	518
613	358	517
614	359	517
615	359	516
616	360	515
617	360	515
618	361	514
619	362	513
620	362	513
621	363	512
622	363	511
623	364	511
624	364	510
625	365	509
626	365	509
627	366	508
628	366	507
629	367	507
630	367	506
631	368	506
632	369	505
633	369	504
634	370	504
635	370	503
636	371	502
637	371	502
638	372	501
639	372	500
640	373	500
641	373	499
642	374	499
643	375	498
644	375	497
645	376	497
646	376	496
647	377	496
648	377	495
649	378	494
650	379	494
651	379	494
652	380	493
653	381	493
654	381	492
655	382	492
656	383	491
657	383	490
658	384	490
659	384	489
660	385	489
661	385	488
662	386	487
663	387	487
664	387	486
665	388	486
666	388	485
667	389	484
668	389	484
669	390	483
670	390	483
671	391	482
672	392	481
673	392	481
674	393	480
675	393	479
676	394	479
677	394	478
678	395	478
679	395	477
680	396	476
681	396	476
682	397	475
683	398	474
684	398	474
685	399	473
686	399	473
687	400	473
688	401	472
689	401	471
690	402	471
691	402	470
692	403	469
693	404	469
694	404	468
695	405	467
696	405	467
697	406	466
698	406	466
699	407	465
700	407	464
701	408	464
702	408	463
703	409	462
704	410	462
705	410	461
706	411	461
707	411	460
708	412	459
709	412	459
710	413	458
711	413	457
712	414	457
713	414	456
714	415	456
715	416	455
716	416	454
717	417	454
718	417	453
719	418	453
720	418	452
721	419	451
722	419	451
723	420	450
724	420	449
725	421	449
726	422	448
727	422	448
728	423	447
729	423	446
730	424	446
731	424	445
732	425	444
733	425	444
734	426	443
735	426	443
736	427	442
737	428	441
738	429	442
739	429	441
740	430	440
741	430	440
742	431	439
743	432	438
744	432	438
745	433	437
746	433	437
747	434	436
748	434	435
749	434	434
750	435	434
751	436	433
752	436	433
753	437	432
754	437	431
755	438	431
756	438	430
757	439	429
758	439	429
759	440	428
760	440	428
761	441	427
762	442	426
763	442	426
764	443	425
765	443	425
766	444	424
767	444	424
768	445	423
769	445	422
770	446	422
771	447	421
772	447	421
773	448	421
774	449	420
775	449	419
776	450	419
777	451	418
778	451	417
779	452	417
780	452	416
781	453	416
782	453	415
783	454	415
784	455	414
785	455	413
786	456	413
787	456	412
788	457	412
789	457	411
790	458	410
791	458	410
792	459	409
793	460	409
794	460	408
795	461	408
796	461	407
797	462	406
798	463	406
799	463	405
800	464	405
801	465	404
802	465	404
803	466	403
804	466	402
805	467	402
806	467	401
807	468	401
808	468	400
809	469	399
810	469	399
811	470	398
812	471	398
813	471	397
814	472	396
815	472	396
816	473	395
817	473	395
818	474	394
819	474	393
820	475	393
821	476	392
822	476	392
823	477	391
824	477	390
825	478	390
826	478	389
827	479	389
828	479	388
829	480	387
830	481	387
831	481	386
832	482	386
833	482	385
834	483	384
835	483	384
836	484	383
837	485	383
838	485	382
839	486	381
840	486	381
841	487	380
842	487	380
843	488	379
844	489	379
845	489	378
846	490	377
847	490	377
848	491	376
849	491	376
850	492	375
851	492	374
852	493	374
853	494	373
854	494	373
855	495	372
856	495	371
857	496	371
858	496	370
859	497	370
860	498	369
861	498	369
862	499	368
863	499	368
864	500	367
865	501	366
866	501	366
867	502	365
868	502	365
869	503	364
870	503	363
871	504	363
872	505	362
873	505	362
874	506	361
875	506	361
876	507	360
877	508	359
878	508	359
879	509	358
880	509	358
881	510	357
882	510	357
883	511	356
884	512	355
885	512	355
886	513	354
887	513	353
888	514	353
889	514	352
890	515	352
891	516	351
892	516	351
893	517	350
894	518	350
895	518	349
896	519	349
897	519	348
898	520	347
899	521	347
900	521	346
901	522	346
902	522	345
903	523	345
904	523	344
905	524	343
906	525	343
907	525	342
908	526	342
909	526	341
910	527	340
911	527	340
912	528	339
913	528	339
914	529	338
915	530	337
916	530	337
917	531	336
918	531	336
919	532	335
920	533	335
921	533	334
922	534	333
923	534	333
924	535	332
925	535	332
926	536	331
927	536	330
928	537	330
929	538	329
930	538	329
931	539	328
932	540	328
933	540	327
934	541	327
935	542	326
936	542	326
937	543	325
938	543	324
939	544	324
940	545	323
941	545	323
942	546	322
943	546	322
944	547	321
945	547	320
946	548	320
947	549	319
948	549	319
949	550	318
950	551	318
951	551	317
952	552	317
953	552	316
954	553	315
955	554	315
956	554	314
957	555	314
958	555	313
959	556	312
960	556	312
961	557	311
962	558	311
963	558	310
964	559	310
965	559	309
966	560	308
967	561	308
968	561	307
969	562	307
970	562	306
971	563	305
972	563	305
973	564	304
974	564	304
975	565	303
976	566	303
977	566	302
978	567	302
979	568	301
980	568	300
981	569	300
982	569	299
983	570	299
984	570	298
985	571	297
986	572	297
987	572	296
988	573	296
989	573	295
990	575	295
991	575	294
992	576	294
993	576	293
994	577	293
995	578	292
996	578	291
997	579	291
998	579	290
999	580	290
1000	581	289
1001	581	289
1002	582	288
1003	582	287
1004	583	287
1005	583	286
1006	584	286
1007	585	285
1008	585	284
1009	586	284
1010	586	283
1011	587	283
1012	588	282
1013	588	282
1014	589	281
1015	589	280
1016	590	280
1017	590	279
1018	591	279
1019	592	278
1020	592	278
1021	593	277
1022	593	276
1023	594	276
1024	594	275
1025	595	275
1026	596	274
1027	597	274
1028	598	274
1029	599	273
1030	599	272
1031	600	272
1032	601	271
1033	601	271
1034	602	270
1035	603	270
1036	603	269
1037	604	268
1038	604	268
1039	605	267
1040	605	267
1041	606	266
1042	606	265
1043	607	265
1044	608	265
1045	609	264
1046	609	263
1047	610	263
1048	610	262
1049	611	262
1050	611	261
1051	612	260
1052	613	260
1053	613	259
1054	614	259
1055	614	258
1056	615	257
1057	615	257
1058	616	256
1059	616	256
1060	617	255
1061	618	254
1062	618	254
1063	619	253
1064	619	253
1065	620	252
1066	621	252
1067	621	251
1068	622	250
1069	622	250
1070	623	249
1071	623	249
1072	624	248
1073	625	247
1074	625	247
1075	626	246
1076	626	246
1077	627	245
1078	627	244
1079	628	244
1080	628	243
1081	629	243
1082	630	242
1083	630	241
1084	631	241
1085	632	241
1086	632	240
1087	633	239
1088	633	239
1089	634	238
1090	635	238
1091	635	237
1092	636	236
1093	636	236
1094	637	235
1095	637	235
1096	638	234
1097	639	233
1098	639	233
1099	640	232
1100	640	232
1101	641	231
1102	641	231
1103	642	230
1104	642	229
1105	643	229
1106	644	228
1107	644	228
1108	645	227
1109	645	226
1110	646	226
1111	647	225
1112	647	225
1113	648	224
1114	648	224
1115	649	223
1116	649	222
1117	650	222
1118	650	221
1119	651	221
1120	652	220
1121	652	219
1122	653	219
1123	653	218
1124	654	218
1125	654	217
1126	655	216
1127	656	216
1128	656	215
1129	657	215
1130	657	214
1131	659	214
1132	659	213
1133	660	213
1134	661	212
1135	661	211
1136	662	211
1137	662	210
1138	663	210
1139	664	209
1140	664	209
1141	665	208
1142	666	208
1143	666	207
1144	667	206
1145	668	206
1146	668	205
1147	669	205
1148	670	204
1149	670	204
1150	671	203
1151	671	202
1152	672	202
1153	673	201
1154	673	201
1155	674	200
1156	674	200
1157	675	199
1158	676	198
1159	677	198
1160	677	197
1161	678	197
1162	679	196
1163	679	196
1164	680	195
1165	681	195
1166	681	194
1167	682	193
1168	683	193
1169	684	192
1170	685	192
1171	686	192
1172	687	191
1173	688	191
1174	689	190
1175	690	190
1176	693	190
1177	694	189
1178	695	189
1179	696	188
1180	697	188
1181	697	187
1182	699	187
1183	701	187
1184	702	186
1185	703	186
1186	704	185
1187	705	185
1188	706	184
1189	707	184
1190	708	183
1191	710	183
1192	711	183
1193	712	182
1194	713	182
1195	714	181
1196	716	181
1197	716	180
1198	717	180
1199	719	179
1200	719	179
1201	720	178
1202	720	177
1203	721	177
1204	722	176
1205	723	176
1206	724	175
1207	725	175
1208	726	174
1209	727	174
1210	728	173
1211	729	173
1212	730	172
1213	731	172
1214	731	171
1215	732	171
1216	732	170
1217	733	169
1218	734	169
1219	734	168
1220	735	167
1221	735	167
1222	736	166
1223	737	166
1224	738	165
1225	738	165
1226	739	164
1227	740	164
1228	741	163
1229	741	162
1230	742	162
1231	742	161
1232	743	160
1233	743	160
1234	744	159
1235	744	159
1236	745	158
1237	746	158
1238	747	157
1239	747	156
1240	748	156
1241	748	155
1242	749	154
1243	750	154
1244	750	153
1245	751	153
1246	751	152
1247	752	151
1248	753	151
1249	753	150
1250	754	150
1251	754	149
1252	755	148
1253	755	148
1254	756	147
1255	757	147
1256	757	146
1257	758	145
1258	758	145
1259	759	144
1260	759	144
1261	761	143
1262	761	142
1263	762	142
1264	762	141
1265	763	141
1266	764	140
1267	764	139
1268	765	139
1269	765	138
1270	766	138
1271	766	137
1272	767	136
1273	768	136
1274	768	135
1275	769	135
1276	769	134
1277	770	133
1278	770	133
1279	771	132
1280	771	131
1281	772	131
1282	773	130
1283	773	130
1284	773	129
1285	774	128
1286	774	128
1287	775	127
1288	776	127
1289	776	126
1290	777	125
1291	777	125
1292	778	124
1293	778	123
1294	779	123
1295	780	122
1296	780	122
1297	781	121
1298	781	120
1299	782	120
1300	782	119
1301	783	119
1302	784	118
1303	784	117
1304	785	117
1305	786	116
1306	786	116
1307	787	115
1308	787	114
1309	788	114
1310	788	113
1311	789	113
1312	789	112
1313	790	111
1314	791	111
1315	791	110
1316	792	110
1317	793	109
1318	794	108
1319	794	108
1320	795	107
1321	796	107
1322	796	106
1323	797	105
1324	797	105
1325	798	104
1326	798	104
1327	799	103
1328	799	102
1329	800	102
1330	801	101
1331	801	101
1332	802	100
1333	802	99
1334	803	99
1335	803	98
1336	804	98
1337	804	97
1338	805	96
1339	806	96
1340	806	95
1341	807	95
1342	807	94
1343	808	93
1344	809	93
1345	809	92
1346	810	92
1347	811	91
1348	811	90
1349	812	90
1350	812	89
1351	813	89
1352	813	88
1353	814	87
1354	815	87
1355	815	86
1356	816	86
1357	816	85
1358	817	84
1359	817	84
1360	818	83
1361	819	82
1362	819	82
1363	820	81
1364	820	81
1365	821	80
1366	821	79
1367	822	79
1368	822	78
1369	823	78
1370	824	77
1371	824	76
1372	825	76
1373	825	75
1374	826	75
1375	826	74
1376	827	73
1377	828	73
1378	828	72
1379	829	72
1380	829	71
1381	830	70
1382	830	70
1383	831	69
1384	831	69
1385	832	68
1386	833	67
1387	833	67
1388	834	66
1389	834	66
1390	835	65
1391	836	64
1392	836	64
1393	837	63
1394	837	63
1395	838	62
1396	839	61
1397	840	61
1398	840	60
1399	841	60
1400	841	59
1401	842	58
1402	843	58
1403	843	57
1404	844	57
1405	844	56
1406	845	55
1407	845	55
1408	846	54
1409	847	54
1410	848	53
1411	848	52
1412	849	52
1413	849	51
1414	850	51
1415	850	50
1416	851	49
1417	852	49
1418	852	48
1419	853	48
1420	853	47
1421	854	46
1422	854	46
1423	855	45
1424	855	45
1425	856	44
1426	857	43
1427	857	43
1428	858	42
1429	858	42
1430	859	41
1431	860	40
1432	860	40
1433	861	39
1434	862	39
1435	862	38
1436	863	37
1437	863	37
1438	864	36
1439	864	36
1440	866	35
1441	866	34
1442	867	34
1443	867	33
1444	868	33
1445	869	32
1446	870	31
1447	870	31
1448	871	30
1449	872	30
1450	872	29
1451	873	28
1452	873	28
1453	874	27
1454	875	27
1455	875	26
1456	876	25
1457	876	25
1458	877	24
1459	877	24
1460	878	23
1461	879	22
1462	879	22
1463	880	21
1464	880	21
1465	881	20
1466	881	19
1467	883	19
1468	883	18
1469	884	18
1470	884	17
1471	885	16
1472	885	16
1473	886	15
1474	887	15
1475	887	14
1476	888	13
1477	888	13
1478	889	12
1479	889	12
1480	890	11
1481	890	10
1482	891	10
1483	892	9
1484	892	9
1485	893	8
1486	894	7
1487	894	7
1488	895	6
1489	895	6
1490	896	5
1491	897	4
1492	897	4
1493	898	3
1494	898	3
1495	899	2
1496	899	1
1497	900	1
1498	900	0
1499	902	0
