iter	MultiRMSE
320	2.063545871
321	2.05987987
322	2.055816564
323	2.05422036
324	2.050842619
325	2.045262738
326	2.041508898
327	2.036702019
328	2.03375348
329	2.031762388
330	2.029768323
331	2.02435292
332	2.019174743
333	2.016305978
334	2.012992561
335	2.009277471
336	2.006369773
337	2.005003042
338	2.001871109
339	1.997090271
340	1.994007972
341	1.990728913
342	1.986609675
343	1.982332149
344	1.980373099
345	1.974806695
346	1.969551108
347	1.966752559
348	1.959678711
349	1.955681035
350	1.951223162
351	1.948145317
352	1.945203836
353	1.9421108
354	1.939571352
355	1.93775067
356	1.934710196
357	1.930983591
358	1.926109988
359	1.923627514
360	1.920532534
361	1.91841148
362	1.91523227
363	1.912023167
364	1.905933668
365	1.903363286
366	1.900467071
367	1.896337974
368	1.893057149
369	1.889323663
370	1.887170942
371	1.886244648
372	1.880085662
373	1.87772497
374	1.876024514
375	1.872847937
376	1.870651449
377	1.867699582
378	1.863447905
379	1.860816717
380	1.859147699
381	1.855681661
382	1.850551986
383	1.848063497
384	1.845449735
385	1.843424226
386	1.839070796
387	1.837912202
388	1.83606868
389	1.833395395
390	1.831149796
391	1.82900407
392	1.828210453
393	1.826300551
394	1.824397931
395	1.822468063
396	1.819899685
397	1.814328476
398	1.811567715
399	1.806852511
400	1.803152335
401	1.801256846
402	1.799507479
403	1.796976884
404	1.794590189
405	1.792603801
406	1.790766055
407	1.788754543
408	1.784777449
409	1.783665826
410	1.780075784
411	1.775482554
412	1.77355327
413	1.768701061
414	1.766681526
415	1.76455391
416	1.762897114
417	1.758448034
418	1.756561169
419	1.75414586
420	1.751113883
421	1.74932539
422	1.746397553
423	1.744766855
424	1.741189456
425	1.738339244
426	1.736343024
427	1.73424777
428	1.732195898
429	1.729127055
430	1.727214851
431	1.724593781
432	1.722711493
433	1.719821088
434	1.716856278
435	1.714144402
436	1.711215021
437	1.70957604
438	1.706804894
439	1.704081955
440	1.702521578
441	1.698127006
442	1.695947976
443	1.692610186
444	1.690916993
445	1.689605247
446	1.684800087
447	1.683402888
448	1.682039011
449	1.679498833
450	1.677512841
451	1.674359078
452	1.67259716
453	1.669404631
454	1.668068217
455	1.667069173
456	1.665504136
457	1.664076376
458	1.661657281
459	1.660627981
460	1.658458866
461	1.65497433
462	1.652862915
463	1.651401408
464	1.650192242
465	1.649054348
466	1.646697738
467	1.645052819
468	1.643577223
469	1.642117166
470	1.639774427
471	1.639278454
472	1.638077776
473	1.63683029
474	1.635751827
475	1.633303959
476	1.631429191
477	1.628402294
478	1.627234831
479	1.623703701
480	1.620390388
481	1.617480424
482	1.613801797
483	1.611680317
484	1.607469209
485	1.606588277
486	1.605476957
487	1.603807184
488	1.600192952
489	1.598921744
490	1.597174865
491	1.595483473
492	1.593409581
493	1.591252468
494	1.589988334
495	1.588495074
496	1.586019888
497	1.58377379
498	1.581437134
499	1.579510131
500	1.577799174
501	1.576511902
502	1.574326166
503	1.572553791
504	1.571221457
505	1.570712336
506	1.568809004
507	1.566735868
508	1.564559601
509	1.562776174
510	1.559623163
511	1.55732531
512	1.556483171
513	1.554672508
514	1.553404018
515	1.549649939
516	1.548565586
517	1.544530445
518	1.543315425
519	1.540858853
520	1.540392519
521	1.53984022
522	1.539039353
523	1.537786099
524	1.535744519
525	1.534209977
526	1.532657667
527	1.531905542
528	1.530091296
529	1.529249249
530	1.528323658
531	1.525790874
532	1.523986301
533	1.523097521
534	1.521463808
535	1.519312614
536	1.517853989
537	1.517017434
538	1.515942487
539	1.515071786
540	1.511692085
541	1.509917719
542	1.508940056
543	1.507643651
544	1.506530354
545	1.504184303
546	1.501000495
547	1.499404122
548	1.498654842
549	1.497152882
550	1.496376583
551	1.494672853
552	1.49192004
553	1.488853978
554	1.487609889
555	1.486844816
556	1.48462871
557	1.482085828
558	1.480159538
559	1.479212504
560	1.477952591
561	1.474508348
562	1.472116387
563	1.47087161
564	1.469627771
565	1.468621636
566	1.46689822
567	1.466089338
568	1.465308851
569	1.462824652
570	1.461454998
571	1.459498615
572	1.458067989
573	1.456984754
574	1.455287728
575	1.454185217
576	1.452941321
577	1.451316232
578	1.448350234
579	1.44803778
580	1.446243175
581	1.445390342
582	1.444534785
583	1.443593856
584	1.442647213
585	1.441549904
586	1.440642507
587	1.439414584
588	1.437484645
589	1.435870441
590	1.435362751
591	1.433994151
592	1.432154614
593	1.43087272
594	1.43017359
595	1.428381419
596	1.426711853
597	1.425969793
598	1.425132063
599	1.422547942
600	1.421586482
601	1.420468215
602	1.419403627
603	1.418386961
604	1.416518025
605	1.415507346
606	1.414007858
607	1.413494809
608	1.412642491
609	1.411866976
610	1.409777831
611	1.407170711
612	1.406560499
613	1.405291963
614	1.404055061
615	1.402964572
616	1.402049027
617	1.400941361
618	1.400285525
619	1.398691689
620	1.398010249
621	1.396923843
622	1.394446689
623	1.393237212
624	1.392663843
625	1.391917564
626	1.391058754
627	1.388930354
628	1.387010335
629	1.386148194
630	1.385226532
631	1.383162881
632	1.381722402
633	1.38073402
634	1.379898428
635	1.379412341
636	1.378497517
637	1.376184131
638	1.375335195
639	1.372442694
640	1.371663257
641	1.369984173
642	1.368077169
643	1.367399846
644	1.366262268
645	1.365084755
646	1.364611616
647	1.362940342
648	1.36223206
649	1.359994785
650	1.359492596
651	1.359123906
652	1.35732051
653	1.356850939
654	1.355870056
655	1.352886591
656	1.3520938
657	1.351334164
658	1.350484805
659	1.348723353
660	1.348038282
661	1.347338177
662	1.346244561
663	1.345534486
664	1.344853386
665	1.344437443
666	1.342424322
667	1.341346808
668	1.339561767
669	1.338799651
670	1.337813045
671	1.336609782
672	1.33500433
673	1.334234282
674	1.333764237
675	1.332703132
676	1.331048227
677	1.330673
678	1.328989955
679	1.327975292
680	1.325947449
681	1.324703703
682	1.323289962
683	1.322287627
684	1.32133747
685	1.320315005
686	1.319534118
687	1.318960585
688	1.318285328
689	1.317879038
690	1.317493008
691	1.315574808
692	1.315218892
693	1.314634744
694	1.31414442
695	1.313631468
696	1.312243649
697	1.310665928
698	1.309271086
699	1.308669118
700	1.308077821
701	1.307247981
702	1.306318707
703	1.305509935
704	1.303518353
705	1.301992894
706	1.30080016
707	1.300227646
708	1.298719607
709	1.298325136
710	1.298009872
711	1.296924243
712	1.295486097
713	1.294677179
714	1.29345474
715	1.291990965
716	1.291029378
717	1.290645736
718	1.289460927
719	1.288816451
720	1.287858223
721	1.287283467
722	1.286899516
723	1.285621893
724	1.284609868
725	1.28395554
726	1.283475417
727	1.28292961
728	1.282727894
729	1.281285509
730	1.280164668
731	1.279709401
732	1.27926016
733	1.278360551
734	1.276004366
735	1.275213322
736	1.274492897
737	1.273871873
738	1.273458856
739	1.271511751
740	1.27100289
741	1.269434609
742	1.268288171
743	1.267786985
744	1.266205569
745	1.265620942
746	1.264445664
747	1.263004578
748	1.262764584
749	1.262503985
750	1.261596987
751	1.260903166
752	1.26062329
753	1.260403967
754	1.26008518
755	1.259436535
756	1.259219482
757	1.258274153
758	1.256511612
759	1.25596283
760	1.255427938
761	1.253742179
762	1.25290109
763	1.252122238
764	1.250975803
765	1.250144579
766	1.249667797
767	1.248555628
768	1.247653948
769	1.246824642
770	1.246437753
771	1.245680139
772	1.244682875
773	1.24433279
774	1.243889642
775	1.242340084
776	1.242066316
777	1.241544733
778	1.241274474
779	1.240405695
780	1.239956722
781	1.238802042
782	1.23692911
783	1.236206619
784	1.235064466
785	1.233882346
786	1.233257463
787	1.232668118
788	1.232321631
789	1.232233321
790	1.232125809
791	1.231139493
792	1.230782106
793	1.229936938
794	1.228982684
795	1.228637616
796	1.228198434
797	1.227599065
798	1.227044829
799	1.22684735
800	1.226283997
801	1.224955102
802	1.22461857
803	1.224115603
804	1.223310622
805	1.222231305
806	1.221457375
807	1.22087138
808	1.220301521
809	1.219270275
810	1.218231717
811	1.216848446
812	1.216261254
813	1.215753245
814	1.215261481
815	1.214931728
816	1.214212422
817	1.213505906
818	1.212865611
819	1.212275542
820	1.211758047
821	1.211047604
822	1.210635502
823	1.209079372
824	1.208307628
825	1.207414548
826	1.206071384
827	1.205805865
828	1.205480499
829	1.205197835
830	1.204014422
831	1.203000979
832	1.202613686
833	1.201604151
834	1.200798105
835	1.199754831
836	1.19871932
837	1.198012874
838	1.197107711
839	1.196004537
840	1.195009165
841	1.194656752
842	1.194224513
843	1.193885877
844	1.193076686
845	1.192171021
846	1.191309003
847	1.190467789
848	1.189842528
849	1.189444549
850	1.188748759
851	1.188276268
852	1.188077462
853	1.187290211
854	1.186351491
855	1.18563362
856	1.185181375
857	1.184471858
858	1.183686255
859	1.182870325
860	1.182435109
861	1.18153379
862	1.181107623
863	1.180656291
864	1.178900214
865	1.178149937
866	1.177572697
867	1.177162356
868	1.176715
869	1.175868526
870	1.175407052
871	1.17473382
872	1.174046842
873	1.173394242
874	1.172885573
875	1.172330319
876	1.171744202
877	1.171222477
878	1.17037314
879	1.170143486
880	1.16885359
881	1.168361828
882	1.167019754
883	1.16612477
884	1.165565949
885	1.1652939
886	1.164572012
887	1.164282638
888	1.163945853
889	1.163192131
890	1.16253122
891	1.161973158
892	1.161766634
893	1.161543753
894	1.161267032
895	1.16117525
896	1.160193769
897	1.159556377
898	1.159008429
899	1.158758011
900	1.158420158
901	1.15822072
902	1.157588219
903	1.157234056
904	1.156497479
905	1.156116045
906	1.155615083
907	1.155322434
908	1.155122658
909	1.154784274
910	1.154365036
911	1.153752914
912	1.152696279
913	1.152253116
914	1.151870126
915	1.150572948
916	1.150102307
917	1.149193992
918	1.149074502
919	1.147977796
920	1.14759068
921	1.147277017
922	1.147093333
923	1.146909668
924	1.146563127
925	1.146153882
926	1.145702964
927	1.145250293
928	1.145037267
929	1.144106178
930	1.143922044
931	1.143693972
932	1.143484963
933	1.143246469
934	1.142685398
935	1.14242132
936	1.142150884
937	1.141230526
938	1.140951161
939	1.140453466
940	1.140139903
941	1.139954201
942	1.138963298
943	1.138214334
944	1.137658282
945	1.137377061
946	1.136797736
947	1.136133958
948	1.135522235
949	1.135324793
950	1.134448517
951	1.1333615
952	1.132760835
953	1.132260695
954	1.131891277
955	1.131515166
956	1.13118381
957	1.130278065
958	1.130099698
959	1.129871482
960	1.129451694
961	1.128586904
962	1.128268148
963	1.12760809
964	1.127412189
965	1.126935856
966	1.126056398
967	1.125494428
968	1.125024723
969	1.124609689
970	1.124238724
971	1.123663933
972	1.122968267
973	1.122818207
974	1.122371779
975	1.12151991
976	1.120737664
977	1.120380876
978	1.120227195
979	1.119981771
980	1.119349117
981	1.119055636
982	1.118853971
983	1.118450732
984	1.117634937
985	1.116709019
986	1.116340508
987	1.116015053
988	1.115690561
989	1.115174048
990	1.115039347
991	1.114176552
992	1.113751771
993	1.113455446
994	1.112534122
995	1.112182539
996	1.112012186
997	1.111758516
998	1.11106079
999	1.110653614
1000	1.110272247
1001	1.109847519
1002	1.109181731
1003	1.108610996
1004	1.108453357
1005	1.10749651
1006	1.10634356
1007	1.105851074
1008	1.10571092
1009	1.105467346
1010	1.105179718
1011	1.104737252
1012	1.104282919
1013	1.103726147
1014	1.102895251
1015	1.102610455
1016	1.102280574
1017	1.102001371
1018	1.101864934
1019	1.101363221
1020	1.100938023
1021	1.100005437
1022	1.099521792
1023	1.098894557
1024	1.098511537
1025	1.098293395
1026	1.097545646
1027	1.097092272
1028	1.096807289
1029	1.09624885
1030	1.095618782
1031	1.094528659
1032	1.094369342
1033	1.093645067
1034	1.093285664
1035	1.092636104
1036	1.092492189
1037	1.092085042
1038	1.091819672
1039	1.091561516
1040	1.091392966
1041	1.090788026
1042	1.090287091
1043	1.089482096
1044	1.089328704
1045	1.088774547
1046	1.088201888
1047	1.087718798
1048	1.087489387
1049	1.086857292
1050	1.085823711
1051	1.085337889
1052	1.085213761
1053	1.084879173
1054	1.084651407
1055	1.084580001
1056	1.084190586
1057	1.083947162
1058	1.083710356
1059	1.083226232
1060	1.083009311
1061	1.082404923
1062	1.082128059
1063	1.081308635
1064	1.081115723
1065	1.080987174
1066	1.080551093
1067	1.080114662
1068	1.079517177
1069	1.078837172
1070	1.078179424
1071	1.077716252
1072	1.07749589
1073	1.076988501
1074	1.076616516
1075	1.076211997
1076	1.075824276
1077	1.075524206
1078	1.074850267
1079	1.074529772
1080	1.074326934
1081	1.073870517
1082	1.073700785
1083	1.07314045
1084	1.072806008
1085	1.072576402
1086	1.071999513
1087	1.071493798
1088	1.071304114
1089	1.070875121
1090	1.070330714
1091	1.07027187
1092	1.069868541
1093	1.068995641
1094	1.068749148
1095	1.068472127
1096	1.068062628
1097	1.067423989
1098	1.067148534
1099	1.066677833
1100	1.066150143
1101	1.065943269
1102	1.065757132
1103	1.065396856
1104	1.065231773
1105	1.065076469
1106	1.064693841
1107	1.064262541
1108	1.063961495
1109	1.063141951
1110	1.062168277
1111	1.061781275
1112	1.061382134
1113	1.061133219
1114	1.060785178
1115	1.060496969
1116	1.060164273
1117	1.059915925
1118	1.059437469
1119	1.059050834
1120	1.058564663
1121	1.058061427
1122	1.057802517
1123	1.05760817
1124	1.057227924
1125	1.056846064
1126	1.056532223
1127	1.056117043
1128	1.055919673
1129	1.055856877
1130	1.05564413
1131	1.055155106
1132	1.054767022
1133	1.054527787
1134	1.054235844
1135	1.053605532
1136	1.053190136
1137	1.052954727
1138	1.052708711
1139	1.052511565
1140	1.052391392
1141	1.051929865
1142	1.051659523
1143	1.051314239
1144	1.051084122
1145	1.050504152
1146	1.050316615
1147	1.049987981
1148	1.049849724
1149	1.049599983
1150	1.049459513
1151	1.04927515
1152	1.04905409
1153	1.048714838
1154	1.048565771
1155	1.048284433
1156	1.048054168
1157	1.047895508
1158	1.047844961
1159	1.047359842
1160	1.046999285
1161	1.046509554
1162	1.046408174
1163	1.0460347
1164	1.045771235
1165	1.045075417
1166	1.044609571
1167	1.043883513
1168	1.043733581
1169	1.043363828
1170	1.043151847
1171	1.042583129
1172	1.0423152
1173	1.042108094
1174	1.041668705
1175	1.041419161
1176	1.041280279
1177	1.040990478
1178	1.040714647
1179	1.04046635
1180	1.040075763
1181	1.039757416
1182	1.039519794
1183	1.039108599
1184	1.03878024
1185	1.038358537
1186	1.037890517
1187	1.03756213
1188	1.037424965
1189	1.03705064
1190	1.036874729
1191	1.036492819
1192	1.036344502
1193	1.03616172
1194	1.036058158
1195	1.035826022
1196	1.035370228
1197	1.035187532
1198	1.035130292
1199	1.034821931
1200	1.034782697
1201	1.034437118
1202	1.034198793
1203	1.034043198
1204	1.033912463
1205	1.033709411
1206	1.033178301
1207	1.033028619
1208	1.032916479
1209	1.032667978
1210	1.032328478
1211	1.031989508
1212	1.031747729
1213	1.031572524
1214	1.031330354
1215	1.03087097
1216	1.030757143
1217	1.030654543
1218	1.030590048
1219	1.030300871
1220	1.029685649
1221	1.029203391
1222	1.028789322
1223	1.028662329
1224	1.028340776
1225	1.028178922
1226	1.027994303
1227	1.027811347
1228	1.027236568
1229	1.026824914
1230	1.02656685
1231	1.026343931
1232	1.025928299
1233	1.025725892
1234	1.025333024
1235	1.025022115
1236	1.024676147
1237	1.024270007
1238	1.024085554
1239	1.023322268
1240	1.023111528
1241	1.022651275
1242	1.022507753
1243	1.022346451
1244	1.021720818
1245	1.021548272
1246	1.021259674
1247	1.021007378
1248	1.020914428
1249	1.020788335
1250	1.020618327
1251	1.020027149
1252	1.019893698
1253	1.019706995
1254	1.019481348
1255	1.018967533
1256	1.018694379
1257	1.018522537
1258	1.018337569
1259	1.017953082
1260	1.017565169
1261	1.017249656
1262	1.016734718
1263	1.016465339
1264	1.016084314
1265	1.015901433
1266	1.015569828
1267	1.0153154
1268	1.015092172
1269	1.01457356
1270	1.014390767
1271	1.014221299
1272	1.013992429
1273	1.013881166
1274	1.013530096
1275	1.013328299
1276	1.012969897
1277	1.01270107
1278	1.012402662
1279	1.011977055
1280	1.011590663
1281	1.010920724
1282	1.01057477
1283	1.010366165
1284	1.010267448
1285	1.009956821
1286	1.009702037
1287	1.009498007
1288	1.009235066
1289	1.009023742
1290	1.008339648
1291	1.008216264
1292	1.007967457
1293	1.007881342
1294	1.007666263
1295	1.007152899
1296	1.006664935
1297	1.006391347
1298	1.005638026
1299	1.005377608
1300	1.00511927
1301	1.004804936
1302	1.004629787
1303	1.004509193
1304	1.004148697
1305	1.003959705
1306	1.003716367
1307	1.003325238
1308	1.002921156
1309	1.002721226
1310	1.002648805
1311	1.002345728
1312	1.002260147
1313	1.001672008
1314	1.001461525
1315	1.001098858
1316	1.000876131
1317	1.000505982
1318	1.00021687
1319	1.000027408
1320	0.9995756756
1321	0.999045911
1322	0.9987651864
1323	0.9984547474
1324	0.9982084143
1325	0.9979154966
1326	0.9975444187
1327	0.9973935727
1328	0.9967619337
1329	0.9965205574
1330	0.9964119458
1331	0.996224007
1332	0.9959001886
1333	0.9957347865
1334	0.9955832911
1335	0.9952700253
1336	0.9950038634
1337	0.9948855395
1338	0.9946571448
1339	0.9944300137
1340	0.9938360221
1341	0.9934262306
1342	0.993277181
1343	0.9930229972
1344	0.9923299113
1345	0.9921284067
1346	0.9917887473
1347	0.9917008159
1348	0.9915550986
1349	0.9914332614
1350	0.991195346
1351	0.990833692
1352	0.9905551077
1353	0.9904013654
1354	0.990279737
1355	0.9901795519
1356	0.9900007261
1357	0.9897233121
1358	0.9893241899
1359	0.9888361211
1360	0.9885895211
1361	0.9884119453
1362	0.9883502062
1363	0.988170229
1364	0.9879063853
1365	0.9874685284
1366	0.9870698591
1367	0.9869562081
1368	0.9866006704
1369	0.9863751084
1370	0.9859551905
1371	0.9856478164
1372	0.985543282
1373	0.9846192722
1374	0.9844818286
1375	0.9841002082
1376	0.9840243013
1377	0.9837970742
1378	0.9836198675
1379	0.9833755924
1380	0.9833007634
1381	0.9831759199
1382	0.9830888677
1383	0.9828087077
1384	0.9825444263
1385	0.9824211391
1386	0.9819962365
1387	0.981915983
1388	0.9818430651
1389	0.9815982984
1390	0.9813478699
1391	0.9812123374
1392	0.9810686442
1393	0.9807607474
1394	0.9806174951
1395	0.9805146855
1396	0.9803742862
1397	0.9800609063
1398	0.9798567724
1399	0.9797519145
1400	0.9794669584
1401	0.9791982002
1402	0.979039399
1403	0.978828255
1404	0.9786784523
1405	0.9785067845
1406	0.9783069289
1407	0.9781804317
1408	0.9779947092
1409	0.9779015023
1410	0.9777834313
1411	0.9777198816
1412	0.9770277339
1413	0.9766869475
1414	0.976316326
1415	0.9758150974
1416	0.975532388
1417	0.9753775458
1418	0.9752946981
1419	0.975132659
1420	0.9748758583
1421	0.9746955759
1422	0.9744829077
1423	0.9742735145
1424	0.9741184216
1425	0.9739937961
1426	0.9738920042
1427	0.9735136505
1428	0.9733460201
1429	0.9731840311
1430	0.9727835973
1431	0.9725404887
1432	0.9724797022
1433	0.9723687997
1434	0.9721090873
1435	0.9717115556
1436	0.9714922572
1437	0.971365566
1438	0.9712035763
1439	0.9709600182
1440	0.9708935149
1441	0.9707075158
1442	0.9704851942
1443	0.9703294591
1444	0.9701514225
1445	0.9698378702
1446	0.9695483193
1447	0.969333152
1448	0.9691436003
1449	0.9690766694
1450	0.9687379724
1451	0.9684788491
1452	0.9683054443
1453	0.9682658938
1454	0.9680863294
1455	0.967949743
1456	0.9677733904
1457	0.9676188795
1458	0.9673748138
1459	0.9672189339
1460	0.9666993303
1461	0.9665391095
1462	0.9662531183
1463	0.9660216457
1464	0.9658680315
1465	0.965661963
1466	0.9654224536
1467	0.9652796552
1468	0.9649428471
1469	0.9648108761
1470	0.9646804783
1471	0.9644218954
1472	0.9643249534
1473	0.9641191729
1474	0.9638882773
1475	0.9637015698
1476	0.9635281091
1477	0.9632742501
1478	0.9630505982
1479	0.9628929123
1480	0.9626851936
1481	0.9624100198
1482	0.9623122627
1483	0.9620739396
1484	0.9619291544
1485	0.9618758961
1486	0.9615471631
1487	0.9615042749
1488	0.9613040278
1489	0.9612479725
1490	0.9611544418
1491	0.9609157375
1492	0.9607752666
1493	0.96047622
1494	0.9603563968
1495	0.9602297596
1496	0.9600813776
1497	0.9599768068
1498	0.9598463187
1499	0.9596917721
