iter	MultiRMSE
210	0.2936898558
211	0.2932345313
212	0.2928220161
213	0.2922297773
214	0.2918646629
215	0.2914183227
216	0.2910325391
217	0.2908232636
218	0.2904903665
219	0.2902482302
220	0.2900084977
221	0.2896529112
222	0.2892757412
223	0.2890041923
224	0.288696434
225	0.2884570743
226	0.2880534283
227	0.2876995688
228	0.2873125602
229	0.2869731009
230	0.2867911082
231	0.2863582777
232	0.2861531976
233	0.2858972127
234	0.2856218635
235	0.2854520448
236	0.2851557592
237	0.2847776585
238	0.2843789361
239	0.2840566978
240	0.2836644235
241	0.2834608465
242	0.2832552251
243	0.2829346939
244	0.2826513084
245	0.2823092453
246	0.2819639508
247	0.2817201952
248	0.2815118216
249	0.2813223493
250	0.2810616516
251	0.2809119272
252	0.2806713414
253	0.2804427441
254	0.280266879
255	0.2799077404
256	0.2796404332
257	0.2792991114
258	0.279028609
259	0.2788269296
260	0.2786356957
261	0.278418173
262	0.2781985283
263	0.2779526306
264	0.277748054
265	0.2773747148
266	0.2771250036
267	0.2769242465
268	0.2766849933
269	0.276546499
270	0.276309447
271	0.2761067783
272	0.2758709104
273	0.2755595202
274	0.2754097871
275	0.2751584203
276	0.2749628701
277	0.2747191954
278	0.2744597805
279	0.2743758418
280	0.2740849033
281	0.2738890636
282	0.2736094306
283	0.2734010745
284	0.2732183534
285	0.2729876526
286	0.2728309254
287	0.2725357064
288	0.2724066086
289	0.2722511943
290	0.2721147182
291	0.2719620704
292	0.2717952494
293	0.2716512435
294	0.2713166731
295	0.2711571893
296	0.2709642802
297	0.2708060497
298	0.2705963284
299	0.2703758867
300	0.2702175803
301	0.2700362467
302	0.2698341703
303	0.2696798357
304	0.2693841742
305	0.2691441484
306	0.2689290669
307	0.2686838177
308	0.2684737803
309	0.268361905
310	0.2681630372
311	0.2678531764
312	0.267668268
313	0.2674719736
314	0.2673367962
315	0.2671576558
316	0.2669603384
317	0.2666017743
318	0.2664491292
319	0.2661693269
320	0.2656894696
321	0.2654873711
322	0.2652250608
323	0.2649509262
324	0.2647118367
325	0.2645106492
326	0.2641881128
327	0.2639160384
328	0.2636201559
329	0.263418723
330	0.2631282386
331	0.2630078257
332	0.2628208081
333	0.2625057322
334	0.2622649729
335	0.2620526277
336	0.2618483397
337	0.2616927057
338	0.2615532349
339	0.2613312148
340	0.2610968792
341	0.260959021
342	0.2607342945
343	0.2605479175
344	0.2604008654
345	0.2601935717
346	0.2598828512
347	0.2596953089
348	0.259578752
349	0.2594504918
350	0.2593185047
351	0.2590111404
352	0.2586029927
353	0.2584351905
354	0.2581081079
355	0.2578479381
356	0.2577505047
357	0.2575651038
358	0.2574072105
359	0.2572377811
360	0.2569528652
361	0.2568366473
362	0.2565866304
363	0.2564397937
364	0.2563040057
365	0.2559930775
366	0.2559169514
367	0.2556925662
368	0.255549187
369	0.2554001319
370	0.2551080498
371	0.2549569678
372	0.2548367061
373	0.2547165956
374	0.25464949
375	0.2544662752
376	0.2542911066
377	0.2541641248
378	0.2540846329
379	0.253819583
380	0.2536724031
381	0.2534708695
382	0.2532317549
383	0.2530847999
384	0.2529170893
385	0.2528405041
386	0.2527305977
387	0.2525866049
388	0.2524284166
389	0.2521838276
390	0.2520156642
391	0.25176368
392	0.2514745525
393	0.2512212831
394	0.2509992768
395	0.2508504083
396	0.250644403
397	0.25043459
398	0.2503081138
399	0.2501081885
400	0.2499683923
401	0.2498329334
402	0.2495924755
403	0.2494952805
404	0.249374869
405	0.2491805907
406	0.2490368405
407	0.2489298351
408	0.2488438095
409	0.248679606
410	0.2485575626
411	0.2484067266
412	0.2481933675
413	0.248009296
414	0.2479767824
415	0.2478137335
416	0.2476148299
417	0.2474838121
418	0.2474122391
419	0.2473101458
420	0.2472251702
421	0.2470135285
422	0.2468823465
423	0.2467081326
424	0.2465512324
425	0.2463692587
426	0.2462259575
427	0.2460967779
428	0.2458953024
429	0.2457362756
430	0.245624484
431	0.2454747262
432	0.2452602649
433	0.2451670738
434	0.2449185992
435	0.2447590128
436	0.2445965434
437	0.2444580515
438	0.2443796953
439	0.2443121501
440	0.244171745
441	0.2439191029
442	0.2438036334
443	0.2435745508
444	0.2433928266
445	0.2431373905
446	0.2430342097
447	0.242918004
448	0.2427347265
449	0.2426671161
450	0.2425596299
451	0.2424828784
452	0.242345146
453	0.2421608761
454	0.2419198064
455	0.2418068356
456	0.2416870415
457	0.2415962404
458	0.2413329126
459	0.2410756953
460	0.2409058376
461	0.2408173895
462	0.2407204589
463	0.2404521506
464	0.2402974546
465	0.2401307067
466	0.2399541993
467	0.2397904284
468	0.2396109024
469	0.2395351196
470	0.2394172918
471	0.2392648685
472	0.2391323635
473	0.2390000052
474	0.238863811
475	0.2387519752
476	0.2385306659
477	0.2384012884
478	0.2382734817
479	0.2380615403
480	0.2379290661
481	0.2378390501
482	0.2377174576
483	0.23751116
484	0.2373813212
485	0.2372899594
486	0.2371258134
487	0.2370445339
488	0.2369467313
489	0.2368110083
490	0.2367333658
491	0.2365503813
492	0.2364089335
493	0.2363089903
494	0.2361176774
495	0.2360150456
496	0.2358520983
497	0.2357376116
498	0.2356440236
499	0.2354538155
500	0.2352944118
501	0.2352045958
502	0.2350571351
503	0.2349649544
504	0.2348462378
505	0.2347836098
506	0.2346020044
507	0.2344488938
508	0.2343580369
509	0.2342445781
510	0.2341425048
511	0.2339821579
512	0.2336883249
513	0.2335760664
514	0.2334851008
515	0.2334018689
516	0.2332897242
517	0.2331329609
518	0.233056752
519	0.2329288804
520	0.2328223467
521	0.2326983468
522	0.2325758616
523	0.2324746398
524	0.2322832944
525	0.2321585056
526	0.2320185892
527	0.2319362321
528	0.2317543064
529	0.2316184698
530	0.2313980148
531	0.2313039191
532	0.2312205593
533	0.231151812
534	0.2309737717
535	0.2308300426
536	0.2307032127
537	0.2306246461
538	0.2305307102
539	0.2304172156
540	0.2303263278
541	0.230223477
542	0.2299848436
543	0.229912975
544	0.2298051538
545	0.2296211053
546	0.2294478039
547	0.2293646271
548	0.229254801
549	0.2291670924
550	0.2290916133
551	0.2290346354
552	0.2289840615
553	0.2288579364
554	0.2286548504
555	0.2283796278
556	0.2283024943
557	0.2282322827
558	0.2281348416
559	0.2279913227
560	0.2279079756
561	0.2277044906
562	0.2276388661
563	0.2275489068
564	0.2274825985
565	0.227397928
566	0.2273434194
567	0.2272198959
568	0.2270173509
569	0.2269183559
570	0.2268935437
571	0.2267848696
572	0.2266733143
573	0.2265880099
574	0.2264619822
575	0.2262899796
576	0.2262311093
577	0.2261434971
578	0.2260920401
579	0.2259141784
580	0.2257421532
581	0.2255857179
582	0.2255237606
583	0.2254503949
584	0.2253742649
585	0.2252868914
586	0.2251511942
587	0.2250225779
588	0.224931914
589	0.2246954731
590	0.2245806374
591	0.224428819
592	0.2243602403
593	0.2243129741
594	0.2242060064
595	0.2241209967
596	0.2240551417
597	0.2239627426
598	0.223834503
599	0.2237508698
600	0.2237213316
601	0.2236201119
602	0.2235531298
603	0.2233869488
604	0.2232655084
605	0.2230889128
606	0.2229645806
607	0.2228121735
608	0.2227257236
609	0.2226436018
610	0.2224665623
611	0.2223166616
612	0.2222718789
613	0.2221278971
614	0.2220576965
615	0.221972806
616	0.221887215
617	0.221809898
618	0.2217436983
619	0.2216950732
620	0.2215758225
621	0.2214745966
622	0.2213792462
623	0.2212508893
624	0.2211933501
625	0.2211213409
626	0.2209292513
627	0.2208239867
628	0.2207022318
629	0.220588816
630	0.2204613568
631	0.2203677103
632	0.2202122934
633	0.2201669679
634	0.2200936873
635	0.2198760246
636	0.2197422475
637	0.2197159506
638	0.2196451074
639	0.2195751555
640	0.2193978514
641	0.2193164848
642	0.2192149901
643	0.2190947845
644	0.2189693963
645	0.218901935
646	0.2188028074
647	0.2187092015
648	0.2186074598
649	0.2185390145
650	0.21846723
651	0.2183611232
652	0.218268681
653	0.2182134264
654	0.2181555727
655	0.2180483814
656	0.2178856364
657	0.2178238121
658	0.2177343917
659	0.2176469265
660	0.2174637295
661	0.2172912428
662	0.2172411946
663	0.2171610523
664	0.2170158237
665	0.2169362401
666	0.2168765208
667	0.2168191594
668	0.2167180064
669	0.2166249089
670	0.2165354803
671	0.2164392623
672	0.2163239978
673	0.216212681
674	0.216129669
675	0.2160558903
676	0.2159916825
677	0.2159328666
678	0.2157950155
679	0.2156545272
680	0.2155743186
681	0.2154622749
682	0.2153382908
683	0.2152927381
684	0.215242246
685	0.2151096981
686	0.2150093643
687	0.2148923507
688	0.2147589364
689	0.2147201987
690	0.2146798054
691	0.2146037862
692	0.2144850044
693	0.2143105403
694	0.2142142846
695	0.2141414937
696	0.2139765035
697	0.2138729854
698	0.2138133989
699	0.2136928002
700	0.2136245336
701	0.2135284214
702	0.2134805904
703	0.2133973138
704	0.2132668766
705	0.2131852879
706	0.2130973376
707	0.2130217336
708	0.2129412922
709	0.2128427322
710	0.2127939188
711	0.2127280022
712	0.2126423737
713	0.2125574751
714	0.2125250358
715	0.2123939797
716	0.2122010792
717	0.2121157931
718	0.2120159559
719	0.211936982
720	0.2118514899
721	0.2117906447
722	0.211730578
723	0.2116759267
724	0.2116055534
725	0.2114904835
726	0.2114441461
727	0.2114026519
728	0.2113129196
729	0.2112315218
730	0.2110867051
731	0.2110182132
732	0.2109384564
733	0.2108844381
734	0.2107843824
735	0.2106092759
736	0.210524332
737	0.2104718778
738	0.2103889272
739	0.2102968642
740	0.2102337267
741	0.2101305568
742	0.2100205973
743	0.2099102748
744	0.2098500264
745	0.2097903443
746	0.2097442556
747	0.2097104771
748	0.2095846247
749	0.2095491428
750	0.2094628884
751	0.2093831456
752	0.2092742703
753	0.2091666548
754	0.2090694806
755	0.2089846301
756	0.2088662866
757	0.2088054304
758	0.2087489637
759	0.2086687254
760	0.208524299
761	0.2084219719
762	0.2083439467
763	0.2082901675
764	0.2081632276
765	0.2080462748
766	0.2079491875
767	0.2078528511
768	0.2078128372
769	0.2076910133
770	0.207570657
771	0.207512771
772	0.2073924823
773	0.2073697186
774	0.2073158969
775	0.2072411121
776	0.2071689022
777	0.2070644153
778	0.2069247853
779	0.2068617754
780	0.2067852733
781	0.206727866
782	0.2066766977
783	0.2066148292
784	0.2064576036
785	0.2064057094
786	0.2063245939
787	0.2062474959
788	0.2061567079
789	0.2060955548
790	0.2060261168
791	0.2059799584
792	0.205886457
793	0.2057994379
794	0.2056822236
795	0.2055816099
796	0.2054915166
797	0.2054211887
798	0.2052702635
799	0.2052044967
800	0.2050674884
801	0.2049700232
802	0.2049030478
803	0.2047959632
804	0.2046967752
805	0.2046181116
806	0.2045652115
807	0.2044673095
808	0.2044302574
809	0.2043573413
810	0.2043091993
811	0.2042627788
812	0.2041392932
813	0.2039758191
814	0.2038687144
815	0.2038093936
816	0.2037717566
817	0.2036328827
818	0.2034938814
819	0.2034373894
820	0.203329483
821	0.2032514554
822	0.2031417281
823	0.2030150084
824	0.2029125672
825	0.2028107794
826	0.2027588827
827	0.2026775618
828	0.2026066549
829	0.2025573819
830	0.2024108968
831	0.20234183
832	0.2023157144
833	0.2022892604
834	0.2022070398
835	0.2021768955
836	0.2021301211
837	0.2020888955
838	0.2020297686
839	0.2019592905
840	0.2018871679
841	0.2017558199
842	0.20165459
843	0.2016137913
844	0.2015104909
845	0.2014013128
846	0.2013264106
847	0.2012784069
848	0.201233763
849	0.2011250794
850	0.2010685767
851	0.2009909179
852	0.2009003541
853	0.2008613043
854	0.2007925671
855	0.2007001881
856	0.2006584381
857	0.2006015236
858	0.2005615573
859	0.2004911832
860	0.2004533306
861	0.2003526278
862	0.2002872969
863	0.2002349654
864	0.2001608172
865	0.2000529336
866	0.2000109692
867	0.1998683701
868	0.1998325719
869	0.1997378595
870	0.1996118436
871	0.1995396637
872	0.199497067
873	0.1994578002
874	0.1993519574
875	0.1992732627
876	0.1991806984
877	0.1990771154
878	0.1990052653
879	0.198962291
880	0.1988976361
881	0.1988193807
882	0.198741279
883	0.1986593656
884	0.1985989625
885	0.1985556856
886	0.1985054822
887	0.198394665
888	0.1982812575
889	0.1982361286
890	0.1981676124
891	0.1981093236
892	0.1980136382
893	0.1979457379
894	0.1978809528
895	0.1978319152
896	0.1977797172
897	0.1977006183
898	0.1976706576
899	0.1975947034
900	0.197523944
901	0.1974696072
902	0.1974127579
903	0.1973240638
904	0.1972408498
905	0.1971809529
906	0.1970582342
907	0.1970172416
908	0.1969294662
909	0.1968309313
910	0.1967547159
911	0.1966986936
912	0.1966188346
913	0.1965078858
914	0.1964318006
915	0.1963738072
916	0.1963159023
917	0.1962442367
918	0.1961264848
919	0.1960600502
920	0.1960133229
921	0.195898214
922	0.195830077
923	0.1957275101
924	0.1956784178
925	0.1956080708
926	0.1955632724
927	0.1954739852
928	0.1954459134
929	0.1954039791
930	0.1953603073
931	0.1952978043
932	0.1952435831
933	0.1951931235
934	0.1951140131
935	0.1950503886
936	0.1949762067
937	0.1949175648
938	0.1948865658
939	0.1947684999
940	0.1947211838
941	0.1946440498
942	0.1945773396
943	0.1944952801
944	0.1944301444
945	0.194373942
946	0.1943256731
947	0.1942412296
948	0.1941430137
949	0.1940839562
950	0.1940257299
951	0.1939844326
952	0.1938112346
953	0.1937580533
954	0.1936415451
955	0.1935967858
956	0.1934979038
957	0.1934315383
958	0.1933858003
959	0.1933391356
960	0.1932371053
961	0.1931669808
962	0.1931244419
963	0.1930696848
964	0.1930179343
965	0.1929610637
966	0.1929232132
967	0.1928461445
968	0.1928260358
969	0.192754705
970	0.192680669
971	0.1926152103
972	0.1925889304
973	0.1925416324
974	0.1924625105
975	0.1923658907
976	0.1923242564
977	0.1923013524
978	0.1921919275
979	0.1921717991
980	0.1920806812
981	0.1920114394
982	0.1919500038
983	0.1919122364
984	0.191841572
985	0.1917765342
986	0.1916894532
987	0.1915969996
988	0.1914744223
989	0.1913967097
990	0.191324841
991	0.191287221
992	0.1912053967
993	0.1911642392
994	0.1911040726
995	0.1910172236
996	0.1909211283
997	0.1908337472
998	0.1907794214
999	0.190659358
